company_name,industry_category,sub_industry,location_area,district,zone_type,distance_km,company_type,employee_estimate,materials_used,adhesive_type_needed,product_needed,application_type,purchase_stage,expected_monthly_volume_liters,order_frequency,urgency_days,payment_terms_expected,has_google_listing,google_review_count,has_phone,credibility_level,lead_source,lead_bucket,lead_score
Company_2710,Packaging,Paper Bag Producer,Mirpur,Dhaka,Mixed Zone,14.2,Manufacturer,Micro (1-9),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Trial Order,85,Monthly,38,Cash,No,0,No,Low,Facebook Page,Reject,12
Company_2711,Upholstery/Foam,Mattress Manufacturer,Gazipur,Gazipur,Industrial Zone,45.1,Distributor,Medium (50-249),Fabric,Unknown,PU Adhesive,Lamination,Regular Reorder,799,Monthly,5,Credit,Yes,195,Yes,High,Referral,Hot,100
Company_2712,Footwear,Shoe Upper Factory,Keraniganj,Dhaka,Near Highway,9.3,Manufacturer,Medium (50-249),PVC/EVA,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,853,Weekly,4,Credit,Yes,132,Yes,High,Website Inquiry,Hot,91
Company_2713,Packaging,Label Printing Unit,Gazipur,Gazipur,Industrial Zone,43,Manufacturer,Medium (50-249),Paper/Board,Unknown,SR Adhesive,Lamination,Regular Reorder,572,Monthly,8,Credit,Yes,114,Yes,High,Phone Call,Hot,77
Company_2714,Footwear,Shoe Upper Factory,Savar,Dhaka,Industrial Zone,39.6,Trader,Medium (50-249),Rubber,Unknown,PU Adhesive,Bonding,Trial Order,255,Weekly,11,Cash,Yes,54,Yes,High,Phone Call,Cold,66
Company_2715,Packaging,Corrugated Box Factory,Savar,Dhaka,Industrial Zone,38.9,Distributor,Medium (50-249),Plastic,PU,PU Adhesive,Bonding,Trial Order,265,Monthly,45,Unknown,Yes,26,Yes,High,Phone Call,Save For Later,46
Company_2716,Retail/Trading,General Trading Store,Gazipur,Gazipur,Industrial Zone,37.2,Distributor,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Assembly,Regular Reorder,38,Monthly,41,Cash,Yes,37,Yes,High,Referral,Cold,50
Company_2717,Upholstery/Foam,Cushion Producer,Savar,Dhaka,Industrial Zone,33.2,Trader,Medium (50-249),Fabric,SR,SR Adhesive,Lamination,Trial Order,398,Weekly,11,Unknown,Yes,148,Yes,High,Distributor Referral,Warm,75
Company_2718,Automotive/Transport,Bus/Coach Body Shop,Mirpur,Dhaka,Mixed Zone,17.6,Distributor,Small (10-49),Foam,PU,PU Adhesive,Assembly,Trial Order,230,Monthly,50,Cash,Yes,36,Yes,High,Phone Call,Save For Later,46
Company_2719,Packaging,Corrugated Box Factory,Tejgaon,Dhaka,Industrial Zone,20,Manufacturer,Small (10-49),Paper/Board,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,634,Weekly,17,Unknown,Yes,73,Yes,High,Referral,Warm,76
Company_2720,Automotive/Transport,Car Accessories Unit,Keraniganj,Dhaka,Near Highway,26.7,Distributor,Medium (50-249),Foam,Unknown,General Purpose Adhesive,Lamination,Trial Order,92,Monthly,43,Credit,Yes,10,No,Medium,Walk-in,Reject,30
Company_2721,Upholstery/Foam,Cushion Producer,Narayanganj,Narayanganj,Industrial Zone,22.8,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Assembly,Regular Reorder,600,Monthly,10,Cash,Yes,166,Yes,High,Phone Call,Warm,76
Company_2722,Automotive/Transport,Vehicle Interior Workshop,Uttara,Dhaka,Mixed Zone,20.2,Trader,Small (10-49),Fabric,Unknown,General Purpose Adhesive,Bonding,Trial Order,101,Monthly,47,Unknown,Yes,8,Yes,Medium,Facebook Page,Save For Later,35
Company_2723,Packaging,Label Printing Unit,Gazipur,Gazipur,Industrial Zone,37.7,Manufacturer,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Lamination,Annual Contract,638,Weekly,4,Unknown,Yes,203,Yes,High,Phone Call,Hot,99
Company_2724,Construction,Wood Panel Unit,Gulshan,Dhaka,Central Dhaka,9.5,Manufacturer,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Bonding,Trial Order,295,Weekly,20,Credit,Yes,9,Yes,Medium,Facebook Page,Cold,46
Company_2725,Upholstery/Foam,Cushion Producer,Mirpur,Dhaka,Mixed Zone,16.1,Manufacturer,Medium (50-249),Wood,SR,SR Adhesive,Bonding,Annual Contract,339,Monthly,17,Unknown,Yes,125,Yes,High,Website Inquiry,Cold,48
Company_2726,Furniture,Carpentry Unit,Tongi,Gazipur,Industrial Zone,17.1,Distributor,Medium (50-249),Fabric,Unknown,PU Adhesive,Lamination,Regular Reorder,0,Weekly,15,Cash,Yes,158,Yes,High,Phone Call,Warm,83
Company_2727,Other,Miscellaneous Supplier,Uttara,Dhaka,Mixed Zone,24.5,Manufacturer,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Regular Reorder,298,Monthly,22,Unknown,Yes,9,Yes,Medium,WhatsApp,Cold,49
Company_2728,Other,General Workshop,Uttara,Dhaka,Mixed Zone,15.6,Distributor,Medium (50-249),Wood,Unknown,PU Adhesive,Repair/Maintenance,Trial Order,106,One-time,38,Unknown,No,0,No,Low,Website Inquiry,Reject,18
Company_2729,Automotive/Transport,Auto Seat Upholstery,Narayanganj,Narayanganj,Industrial Zone,29.5,Retailer,Small (10-49),Fabric,PU,PU Adhesive,Bonding,Regular Reorder,185,Monthly,19,Unknown,Yes,41,Yes,High,WhatsApp,Cold,45
Company_2730,Construction,Wood Panel Unit,Gulshan,Dhaka,Central Dhaka,15.1,Manufacturer,Medium (50-249),PVC/EVA,SR,SR Adhesive,Lamination,Regular Reorder,347,Monthly,29,Credit,Yes,43,Yes,High,Phone Call,Cold,58
Company_2731,Other,General Workshop,Tongi,Gazipur,Industrial Zone,29.7,Retailer,Micro (1-9),Plastic,SR,SR Adhesive,Assembly,Regular Reorder,43,One-time,21,Cash,Yes,7,Yes,Medium,Distributor Referral,Reject,20
Company_2732,Packaging,Label Printing Unit,Tongi,Gazipur,Industrial Zone,16.2,Manufacturer,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Lamination,Trial Order,265,Weekly,30,Unknown,Yes,61,Yes,High,Referral,Save For Later,53
Company_2733,Packaging,Plastic Packaging Manufacturer,Tejgaon,Dhaka,Industrial Zone,9.6,Manufacturer,Small (10-49),Paper/Board,Unknown,SR Adhesive,Lamination,Trial Order,329,Monthly,37,Cash,Yes,53,Yes,High,Distributor Referral,Cold,63
Company_2734,Furniture,Carpentry Unit,Savar,Dhaka,Industrial Zone,33.1,Distributor,Small (10-49),Foam,Unknown,PU Adhesive,Bonding,Trial Order,240,Monthly,9,Credit,Yes,139,Yes,High,WhatsApp,Warm,71
Company_2735,Construction,PVC Sheet Workshop,Gazipur,Gazipur,Industrial Zone,44.6,Manufacturer,Medium (50-249),Wood,SR,SR Adhesive,Bonding,Annual Contract,518,Monthly,6,Credit,Yes,175,Yes,High,Referral,Warm,69
Company_2736,Retail/Trading,Hardware & Adhesive Shop,Gazipur,Gazipur,Industrial Zone,52.7,Retailer,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Assembly,Trial Order,0,Monthly,15,Credit,Yes,2,No,Low,Facebook Page,Reject,4
Company_2737,Footwear,Footwear Accessories Supplier,Motijheel,Dhaka,Central Dhaka,8.1,Manufacturer,Medium (50-249),Rubber,PU,PU Adhesive,Bonding,Trial Order,545,Monthly,17,Cash,Yes,17,Yes,Medium,WhatsApp,Warm,74
Company_2738,Upholstery/Foam,Mattress Manufacturer,Motijheel,Dhaka,Central Dhaka,11.1,Trader,Small (10-49),Foam,SR,SR Adhesive,Repair/Maintenance,Regular Reorder,145,Monthly,24,Cash,Yes,2,Yes,Medium,Website Inquiry,Cold,50
Company_2739,Upholstery/Foam,Cushion Producer,Motijheel,Dhaka,Central Dhaka,2,Distributor,Large (250+),Wood,SR,SR Adhesive,Repair/Maintenance,Regular Reorder,0,Weekly,36,Cash,Yes,17,Yes,Medium,Phone Call,Cold,49
Company_2740,Automotive/Transport,Bus/Coach Body Shop,Savar,Dhaka,Industrial Zone,34.3,Manufacturer,Small (10-49),Fabric,SR,SR Adhesive,Bonding,Regular Reorder,288,Weekly,14,Cash,Yes,90,Yes,High,Phone Call,Warm,80
Company_2741,Construction,Interior Materials Trader,Uttara,Dhaka,Mixed Zone,10.7,Distributor,Medium (50-249),Mixed/Unknown,Unknown,General Purpose Adhesive,Lamination,Trial Order,755,Weekly,10,Cash,Yes,75,Yes,High,Referral,Hot,86
Company_2742,Footwear,Footwear Accessories Supplier,Motijheel,Dhaka,Central Dhaka,2,Trader,Small (10-49),Leather,SR,SR Adhesive,Repair/Maintenance,Trial Order,84,Monthly,41,Credit,Yes,13,No,Medium,Phone Call,Reject,24
Company_2743,Footwear,Footwear Accessories Supplier,Tejgaon,Dhaka,Industrial Zone,5.1,Trader,Micro (1-9),Rubber,PU,PU Adhesive,Bonding,Trial Order,25,Monthly,74,Cash,Yes,30,Yes,High,Referral,Save For Later,42
Company_2744,Construction,PVC Sheet Workshop,Uttara,Dhaka,Mixed Zone,19.6,Distributor,Medium (50-249),PVC/EVA,PU,PU Adhesive,Bonding,Annual Contract,318,Monthly,12,Cash,Yes,11,Yes,Medium,Website Inquiry,Cold,49
Company_2745,Construction,Interior Materials Trader,Narayanganj,Narayanganj,Industrial Zone,33.5,Retailer,Micro (1-9),Wood,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,21,One-time,44,Cash,Yes,10,Yes,Medium,WhatsApp,Cold,42
Company_2746,Retail/Trading,Building Materials Shop,Gazipur,Gazipur,Industrial Zone,46.4,Retailer,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Repair/Maintenance,Trial Order,37,One-time,44,Unknown,Yes,1,Yes,Medium,Facebook Page,Reject,17
Company_2747,Retail/Trading,General Trading Store,Gulshan,Dhaka,Central Dhaka,8.9,Distributor,Medium (50-249),Mixed/Unknown,Unknown,General Purpose Adhesive,Repair/Maintenance,Regular Reorder,85,Monthly,39,Unknown,Yes,9,Yes,Medium,Facebook Page,Reject,16
Company_2748,Construction,Interior Materials Trader,Gulshan,Dhaka,Central Dhaka,6.4,Manufacturer,Large (250+),PVC/EVA,Unknown,SR Adhesive,Lamination,Regular Reorder,2631,Monthly,11,Credit,Yes,51,Yes,High,Phone Call,Warm,74
Company_2749,Retail/Trading,General Trading Store,Tongi,Gazipur,Industrial Zone,31.3,Manufacturer,Medium (50-249),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Regular Reorder,406,Weekly,8,Credit,Yes,79,Yes,High,Referral,Hot,91
Company_2750,Upholstery/Foam,Foam Cutting Unit,Tongi,Gazipur,Industrial Zone,25,Distributor,Large (250+),Wood,Unknown,General Purpose Adhesive,Lamination,Trial Order,306,Monthly,31,Credit,Yes,49,Yes,High,Facebook Page,Save For Later,45
Company_2751,Other,Small Enterprise,Mirpur,Dhaka,Mixed Zone,17.8,Trader,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Trial Order,0,One-time,50,Unknown,Yes,8,Yes,Medium,Website Inquiry,Save For Later,44
Company_2752,Other,Miscellaneous Supplier,Savar,Dhaka,Industrial Zone,28.1,Retailer,Small (10-49),Wood,Unknown,SR Adhesive,Bonding,Trial Order,81,Monthly,46,Cash,Yes,2,No,Low,Phone Call,Reject,17
Company_2753,Construction,Interior Materials Trader,Narayanganj,Narayanganj,Industrial Zone,30.9,Distributor,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,42,One-time,43,Cash,Yes,71,No,Medium,Website Inquiry,Save For Later,23
Company_2754,Other,Miscellaneous Supplier,Motijheel,Dhaka,Central Dhaka,15.1,Distributor,Small (10-49),Plastic,Unknown,General Purpose Adhesive,Assembly,Regular Reorder,69,One-time,9,Unknown,No,0,No,Low,Website Inquiry,Reject,11
Company_2755,Automotive/Transport,Car Accessories Unit,Savar,Dhaka,Industrial Zone,39.7,Retailer,Medium (50-249),PVC/EVA,SR,SR Adhesive,Bonding,Trial Order,227,Monthly,68,Credit,Yes,12,Yes,Medium,Website Inquiry,Save For Later,36
Company_2756,Upholstery/Foam,Mattress Manufacturer,Gazipur,Gazipur,Industrial Zone,41.3,Distributor,Small (10-49),Foam,SR,SR Adhesive,Assembly,Trial Order,242,Monthly,61,Unknown,Yes,4,Yes,Medium,WhatsApp,Save For Later,32
Company_2757,Construction,Door & Board Manufacturer,Narayanganj,Narayanganj,Industrial Zone,35.2,Distributor,Small (10-49),PVC/EVA,SR,SR Adhesive,Assembly,Regular Reorder,163,One-time,42,Unknown,No,0,Yes,Low,Referral,Save For Later,23
Company_2758,Upholstery/Foam,Cushion Producer,Mirpur,Dhaka,Mixed Zone,11,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Lamination,Trial Order,506,Weekly,13,Credit,Yes,156,Yes,High,Walk-in,Warm,63
Company_2759,Automotive/Transport,Car Accessories Unit,Gazipur,Gazipur,Industrial Zone,40.1,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Lamination,Regular Reorder,231,Monthly,37,Credit,Yes,8,Yes,Medium,Distributor Referral,Save For Later,26
Company_2760,Retail/Trading,Building Materials Shop,Gazipur,Gazipur,Industrial Zone,42,Retailer,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Repair/Maintenance,Trial Order,105,Monthly,37,Cash,Yes,2,Yes,Medium,WhatsApp,Reject,32
Company_2761,Furniture,Wood Furniture Factory,Tejgaon,Dhaka,Industrial Zone,9.2,Manufacturer,Micro (1-9),Fabric,SR,SR Adhesive,Bonding,Trial Order,437,Monthly,12,Cash,Yes,53,Yes,High,Referral,Warm,75
Company_2762,Other,Miscellaneous Supplier,Narayanganj,Narayanganj,Industrial Zone,31,Manufacturer,Medium (50-249),Wood,PU,PU Adhesive,Lamination,Trial Order,261,Monthly,48,Unknown,Yes,15,Yes,Medium,Referral,Save For Later,52
Company_2763,Furniture,Carpentry Unit,Narayanganj,Narayanganj,Industrial Zone,30.1,Trader,Small (10-49),Foam,Unknown,PU Adhesive,Repair/Maintenance,Trial Order,231,Monthly,57,Cash,Yes,25,Yes,High,Phone Call,Cold,45
Company_2764,Packaging,Plastic Packaging Manufacturer,Narayanganj,Narayanganj,Industrial Zone,33.7,Retailer,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Lamination,Trial Order,112,Monthly,33,Unknown,No,0,Yes,Low,Facebook Page,Reject,11
Company_2765,Construction,Interior Materials Trader,Mirpur,Dhaka,Mixed Zone,17.6,Retailer,Small (10-49),PVC/EVA,PU,PU Adhesive,Assembly,Regular Reorder,119,Monthly,65,Cash,Yes,15,No,Medium,Facebook Page,Save For Later,37
Company_2766,Retail/Trading,Hardware & Adhesive Shop,Narayanganj,Narayanganj,Industrial Zone,38.6,Distributor,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Lamination,Regular Reorder,250,Weekly,47,Credit,Yes,44,Yes,High,WhatsApp,Save For Later,43
Company_2767,Other,Small Enterprise,Tongi,Gazipur,Industrial Zone,28.6,Trader,Small (10-49),Wood,SR,SR Adhesive,Bonding,Trial Order,104,One-time,58,Unknown,Yes,6,No,Medium,Phone Call,Reject,29
Company_2768,Upholstery/Foam,Mattress Manufacturer,Gazipur,Gazipur,Industrial Zone,48.3,Trader,Medium (50-249),Wood,SR,SR Adhesive,Assembly,Trial Order,232,Monthly,72,Unknown,Yes,26,Yes,High,Facebook Page,Save For Later,35
Company_2769,Footwear,Sole Manufacturer,Gazipur,Gazipur,Industrial Zone,50.7,Manufacturer,Small (10-49),Rubber,SR,SR Adhesive,Bonding,Regular Reorder,169,Monthly,30,Credit,No,0,Yes,Low,Distributor Referral,Cold,39
Company_2770,Footwear,Sole Manufacturer,Gulshan,Dhaka,Central Dhaka,8.2,Manufacturer,Micro (1-9),Rubber,Unknown,General Purpose Adhesive,Assembly,Regular Reorder,41,Monthly,50,Cash,Yes,49,Yes,High,WhatsApp,Save For Later,39
Company_2771,Upholstery/Foam,Foam Cutting Unit,Tejgaon,Dhaka,Industrial Zone,15.2,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Repair/Maintenance,Annual Contract,871,Weekly,15,Credit,No,0,Yes,Low,Referral,Warm,64
Company_2772,Other,Small Enterprise,Gazipur,Gazipur,Industrial Zone,50,Manufacturer,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Bonding,Trial Order,76,Monthly,54,Credit,No,0,No,Low,Website Inquiry,Reject,3
Company_2773,Furniture,Carpentry Unit,Gazipur,Gazipur,Industrial Zone,47.2,Manufacturer,Medium (50-249),Wood,Unknown,SR Adhesive,Bonding,Trial Order,335,Monthly,39,Unknown,Yes,4,Yes,Medium,Website Inquiry,Cold,49
Company_2774,Upholstery/Foam,Sofa Upholstery Workshop,Gulshan,Dhaka,Central Dhaka,2,Distributor,Medium (50-249),Fabric,SR,SR Adhesive,Repair/Maintenance,Trial Order,0,Weekly,16,Unknown,Yes,83,Yes,High,Walk-in,Warm,67
Company_2775,Furniture,Wood Furniture Factory,Gulshan,Dhaka,Central Dhaka,21.1,Retailer,Micro (1-9),Wood,SR,SR Adhesive,Bonding,Regular Reorder,32,One-time,13,Cash,Yes,48,Yes,High,Phone Call,Cold,44
Company_2776,Automotive/Transport,Bus/Coach Body Shop,Tejgaon,Dhaka,Industrial Zone,2,Manufacturer,Small (10-49),Fabric,PU,PU Adhesive,Assembly,Regular Reorder,210,Monthly,11,Unknown,Yes,155,Yes,High,Phone Call,Warm,84
Company_2777,Automotive/Transport,Auto Seat Upholstery,Savar,Dhaka,Industrial Zone,23.4,Manufacturer,Medium (50-249),Fabric,SR,SR Adhesive,Lamination,Annual Contract,798,Monthly,3,Credit,Yes,66,Yes,High,WhatsApp,Warm,80
Company_2778,Upholstery/Foam,Mattress Manufacturer,Mirpur,Dhaka,Mixed Zone,20.9,Trader,Small (10-49),Foam,Unknown,PU Adhesive,Repair/Maintenance,Regular Reorder,86,Monthly,22,Cash,Yes,6,Yes,Medium,Website Inquiry,Cold,51
Company_2779,Furniture,Carpentry Unit,Uttara,Dhaka,Mixed Zone,21.1,Trader,Small (10-49),Wood,Unknown,SR Adhesive,Assembly,Regular Reorder,155,One-time,21,Cash,Yes,47,Yes,High,Walk-in,Cold,42
Company_2780,Packaging,Paper Bag Producer,Gazipur,Gazipur,Industrial Zone,34,Distributor,Small (10-49),Plastic,SR,SR Adhesive,Bonding,Regular Reorder,448,Monthly,8,Unknown,Yes,96,Yes,High,Phone Call,Hot,100
Company_2781,Furniture,Interior Workshop,Tongi,Gazipur,Industrial Zone,21.6,Distributor,Large (250+),Foam,SR,SR Adhesive,Repair/Maintenance,Trial Order,388,Monthly,43,Cash,Yes,24,Yes,Medium,WhatsApp,Cold,45
Company_2782,Other,Small Repair Unit,Mirpur,Dhaka,Mixed Zone,12.7,Retailer,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Lamination,Trial Order,45,Monthly,13,Unknown,Yes,7,Yes,Medium,Referral,Reject,17
Company_2783,Upholstery/Foam,Cushion Producer,Mirpur,Dhaka,Mixed Zone,20,Trader,Small (10-49),Foam,SR,SR Adhesive,Assembly,Trial Order,257,Monthly,6,Cash,Yes,92,Yes,High,WhatsApp,Warm,91
Company_2784,Packaging,Corrugated Box Factory,Tongi,Gazipur,Industrial Zone,29.2,Manufacturer,Small (10-49),Paper/Board,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,266,Weekly,64,Cash,Yes,63,Yes,High,Facebook Page,Save For Later,46
Company_2785,Other,Miscellaneous Supplier,Uttara,Dhaka,Mixed Zone,13.9,Trader,Small (10-49),Plastic,PU,PU Adhesive,Assembly,Trial Order,81,Monthly,49,Credit,No,0,Yes,Low,WhatsApp,Reject,14
Company_2786,Furniture,Interior Workshop,Gazipur,Gazipur,Industrial Zone,39.6,Manufacturer,Large (250+),Foam,SR,SR Adhesive,Bonding,Trial Order,1807,Weekly,7,Credit,Yes,241,Yes,High,Website Inquiry,Hot,89
Company_2787,Other,Miscellaneous Supplier,Gulshan,Dhaka,Central Dhaka,15.7,Manufacturer,Large (250+),Wood,SR,SR Adhesive,Repair/Maintenance,Annual Contract,0,Monthly,34,Cash,Yes,39,Yes,High,Phone Call,Cold,56
Company_2788,Construction,Wood Panel Unit,Keraniganj,Dhaka,Near Highway,23,Manufacturer,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Bonding,Regular Reorder,574,Monthly,16,Credit,Yes,45,Yes,High,Website Inquiry,Warm,75
Company_2789,Furniture,Wood Furniture Factory,Tejgaon,Dhaka,Industrial Zone,16.2,Distributor,Medium (50-249),Foam,Unknown,General Purpose Adhesive,Lamination,Trial Order,276,Weekly,46,Unknown,Yes,8,Yes,Medium,WhatsApp,Save For Later,40
Company_2790,Construction,Wood Panel Unit,Uttara,Dhaka,Mixed Zone,14.6,Manufacturer,Medium (50-249),PVC/EVA,PU,PU Adhesive,Bonding,Trial Order,248,Monthly,31,Unknown,Yes,37,Yes,High,Phone Call,Cold,52
Company_2791,Furniture,Wood Furniture Factory,Tongi,Gazipur,Industrial Zone,28.6,Distributor,Small (10-49),Fabric,SR,SR Adhesive,Lamination,Trial Order,128,Monthly,17,Unknown,Yes,58,Yes,High,Facebook Page,Cold,48
Company_2792,Construction,Wood Panel Unit,Keraniganj,Dhaka,Near Highway,19.1,Manufacturer,Small (10-49),Mixed/Unknown,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,0,Monthly,14,Cash,Yes,28,No,Medium,WhatsApp,Warm,73
Company_2793,Furniture,Modular Furniture Manufacturer,Uttara,Dhaka,Mixed Zone,12.3,Distributor,Small (10-49),Wood,SR,SR Adhesive,Assembly,Trial Order,162,One-time,44,Credit,Yes,31,Yes,High,Phone Call,Cold,65
Company_2794,Furniture,Carpentry Unit,Narayanganj,Narayanganj,Industrial Zone,26.1,Manufacturer,Small (10-49),Fabric,SR,SR Adhesive,Assembly,Trial Order,0,Monthly,45,Cash,Yes,47,Yes,High,Referral,Cold,41
Company_2795,Automotive/Transport,Vehicle Interior Workshop,Gulshan,Dhaka,Central Dhaka,14.9,Retailer,Micro (1-9),Fabric,SR,SR Adhesive,Assembly,Trial Order,17,One-time,52,Cash,No,0,No,Low,Facebook Page,Reject,4
Company_2796,Construction,PVC Sheet Workshop,Savar,Dhaka,Industrial Zone,31.2,Distributor,Small (10-49),Wood,SR,SR Adhesive,Bonding,Regular Reorder,0,Monthly,24,Cash,Yes,61,Yes,High,Referral,Cold,52
Company_2797,Footwear,Footwear Accessories Supplier,Savar,Dhaka,Industrial Zone,38.5,Trader,Micro (1-9),Leather,SR,SR Adhesive,Bonding,Trial Order,21,Monthly,55,Cash,Yes,3,Yes,Medium,Facebook Page,Reject,21
Company_2798,Packaging,Corrugated Box Factory,Keraniganj,Dhaka,Near Highway,16.6,Distributor,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Bonding,Trial Order,567,Monthly,6,Credit,Yes,75,Yes,High,Referral,Warm,80
Company_2799,Automotive/Transport,Auto Seat Upholstery,Motijheel,Dhaka,Central Dhaka,11,Manufacturer,Small (10-49),Foam,Unknown,SR Adhesive,Lamination,Regular Reorder,276,Monthly,42,Unknown,Yes,33,Yes,High,Facebook Page,Save For Later,54
Company_2800,Other,General Workshop,Gazipur,Gazipur,Industrial Zone,47.5,Trader,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,107,Monthly,27,Unknown,Yes,8,Yes,Medium,WhatsApp,Reject,17
Company_2801,Construction,Wood Panel Unit,Gulshan,Dhaka,Central Dhaka,13.4,Retailer,Micro (1-9),PVC/EVA,PU,PU Adhesive,Assembly,Trial Order,14,One-time,58,Cash,Yes,9,No,Medium,Facebook Page,Reject,16
Company_2802,Footwear,Leather Goods Workshop,Tejgaon,Dhaka,Industrial Zone,19.1,Manufacturer,Small (10-49),PVC/EVA,PU,PU Adhesive,Assembly,Trial Order,269,Weekly,49,Credit,Yes,8,Yes,Medium,WhatsApp,Save For Later,39
Company_2803,Upholstery/Foam,Cushion Producer,Mirpur,Dhaka,Mixed Zone,6.3,Distributor,Small (10-49),Fabric,Unknown,SR Adhesive,Repair/Maintenance,Trial Order,292,Monthly,15,Unknown,Yes,63,Yes,High,Facebook Page,Warm,75
Company_2804,Upholstery/Foam,Sofa Upholstery Workshop,Uttara,Dhaka,Mixed Zone,15.1,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Lamination,Regular Reorder,533,Monthly,8,Credit,Yes,112,Yes,High,Website Inquiry,Warm,82
Company_2805,Packaging,Label Printing Unit,Tongi,Gazipur,Industrial Zone,29.7,Distributor,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Assembly,Regular Reorder,421,Monthly,7,Unknown,Yes,30,Yes,High,Referral,Warm,87
Company_2806,Footwear,Footwear Accessories Supplier,Gazipur,Gazipur,Industrial Zone,47.7,Distributor,Small (10-49),Leather,Unknown,SR Adhesive,Bonding,Trial Order,129,Monthly,37,Unknown,Yes,7,No,Medium,Website Inquiry,Cold,42
Company_2807,Retail/Trading,Building Materials Shop,Tongi,Gazipur,Industrial Zone,29.9,Retailer,Micro (1-9),Mixed/Unknown,Unknown,PU Adhesive,Repair/Maintenance,Trial Order,22,Monthly,29,Cash,Yes,5,Yes,Medium,Facebook Page,Reject,13
Company_2808,Automotive/Transport,Vehicle Interior Workshop,Tejgaon,Dhaka,Industrial Zone,6.7,Manufacturer,Small (10-49),Fabric,SR,SR Adhesive,Bonding,Annual Contract,188,Monthly,26,Cash,Yes,42,Yes,High,Facebook Page,Cold,48
Company_2809,Retail/Trading,Hardware & Adhesive Shop,Narayanganj,Narayanganj,Industrial Zone,37.1,Retailer,Micro (1-9),Mixed/Unknown,Unknown,SR Adhesive,Assembly,Trial Order,45,One-time,27,Unknown,Yes,1,No,Low,Facebook Page,Reject,11
Company_2810,Other,Small Enterprise,Gazipur,Gazipur,Industrial Zone,43.4,Trader,Large (250+),Mixed/Unknown,SR,SR Adhesive,Repair/Maintenance,Regular Reorder,344,Monthly,20,Unknown,No,0,Yes,Low,Phone Call,Cold,52
Company_2811,Automotive/Transport,Car Accessories Unit,Narayanganj,Narayanganj,Industrial Zone,35.5,Manufacturer,Large (250+),Fabric,Unknown,PU Adhesive,Bonding,Regular Reorder,0,Monthly,2,Unknown,Yes,202,Yes,High,WhatsApp,Hot,80
Company_2812,Upholstery/Foam,Cushion Producer,Savar,Dhaka,Industrial Zone,21.3,Retailer,Large (250+),Foam,Unknown,PU Adhesive,Assembly,Regular Reorder,1683,Weekly,14,Unknown,Yes,18,Yes,Medium,WhatsApp,Warm,72
Company_2813,Upholstery/Foam,Mattress Manufacturer,Gulshan,Dhaka,Central Dhaka,10.3,Manufacturer,Small (10-49),Foam,Unknown,SR Adhesive,Assembly,Regular Reorder,626,Monthly,11,Cash,Yes,80,Yes,High,WhatsApp,Warm,70
Company_2814,Furniture,Carpentry Unit,Tongi,Gazipur,Industrial Zone,27.9,Manufacturer,Large (250+),Wood,SR,SR Adhesive,Lamination,Regular Reorder,3827,Weekly,9,Credit,Yes,183,Yes,High,Referral,Hot,97
Company_2815,Footwear,Sole Manufacturer,Gazipur,Gazipur,Industrial Zone,34.6,Trader,Small (10-49),Leather,SR,SR Adhesive,Assembly,Annual Contract,0,Monthly,6,Unknown,Yes,169,Yes,High,WhatsApp,Warm,78
Company_2816,Footwear,Shoe Upper Factory,Savar,Dhaka,Industrial Zone,31,Manufacturer,Medium (50-249),Leather,Unknown,General Purpose Adhesive,Bonding,Trial Order,640,Monthly,7,Cash,Yes,58,Yes,High,Phone Call,Warm,78
